嵊泗县人民医院	40
长兴县妇幼保健院	214
长兴县中医院	213
镇海区骆驼街道社区卫生服务中心	443
镇海区人民医院	329
金华眼科医院	262
金华市金东区中医院	278
金华市妇幼保健院	283
象山县红十字台胞医院	406
诸暨市第四人民医院	498
诸暨市第六人民医院	355
诸暨市中心医院	497
诸暨市中医医院	4
西湖区留下街道社区卫生服务中心	193
衢州市妇幼保健院	197
萧山区第一人民医院	188
苍南县第二人民医院	354
苍南县第三人民医院	576
苍南县中医院	479
舟山市第二人民医院	391
绍兴文理学院附属医院	217
绍兴市第七人民医院	574
绍兴市柯桥区中医医院	212
绍兴市妇幼保健院	218
绍兴市中医院	228
瑞安市第三人民医院	468
瑞安市塘下人民医院	359
湖州爱尔眼科医院	461
湖州市妇幼保健院	290
湖州市中医院	60
温州老年病医院	246
温州市龙湾区第一人民医院	467
温州市第七人民医院	221
温州市瓯海区第三人民医院	523
温州医科大学附属眼视光医院杭州院区	340
温州东华医院	484
淳安县中医院	252
海曙区段塘街道社区卫生服务中心	219
海曙区古林镇卫生院	475
海宁市第四人民医院	336
海宁市第二人民医院	261
海宁市妇幼保健院	334
海宁市中心医院	2
浙江绿城心血管病医院	154
浙江省青春医院	179
浙江省荣军医院	272
浙江省肿瘤医院	313
浙江省复员退伍军人精神病疗养院	253
浙江省嘉兴市海盐县妇幼保健院	401
浙江省公安边防总队医院	181
浙江省人民医院	171
浙江省中西医结合医院	386
浙江省中医院	173
浙江武警总队医院	177
浙江慈爱康复医院	584
浙江康复医疗中心	151
浙江大学明州医院	9
浙江大学医学院附属邵逸夫医院	364
浙江大学医学院附属第二医院	169
浙江大学医学院附属第一医院	168
浙江大学医学院附属口腔医院	178
浙江大学医学院附属儿童医院	172
浙江医院	328
浙江中医药大学附属第二医院	174
浙江中医药大学附属第三医院	180
江山市中医院	258
江北区洪塘街道社区卫生服务中心	347
江东区白河街道社区卫生服务中心	791
永康市第二人民医院	459
永康市妇幼保健院	259
永康市中医院	263
永康医院	330
永嘉县中医医院	222
武义县中医院	540
横店文荣医院	312
桐乡市第二人民医院	469
杭州整形医院	186
杭州市西溪医院	184
杭州市萧山区第二人民医院	324
杭州市萧山区第三人民医院	43
杭州市萧山区第一人民医院	188
杭州市萧山区中医骨伤科医院	316
杭州市萧山区中医院	234
杭州市老年病医院	244
杭州市第七人民医院	185
杭州市第一人民医院	199
杭州市江干区人民医院	192
杭州市大江东医院	402
杭州市余杭区良渚医院	8
杭州市余杭区第五人民医院	239
杭州市余杭区第三人民医院	76
杭州市余杭区第一人民医院	107
杭州市余杭区妇幼保健院	257
杭州市余杭区中医院	209
杭州市中医院	187
杭州市下城区中西医结合医院	481
杭州天目山妇产医院	115
杭州同济医院	113
北仑区大碶街道社区卫生服务中心	352
新昌县张氏骨伤医院	280
新昌县中医院	471
慈溪市第三人民医院	487
慈溪市妇幼保健院	237
慈溪市中医医院	552
慈溪协和医院	224
开化县人民医院	318
建德市中西医结合医院	462
建德中医院	254
平阳县中医院	245
平湖市第二人民医院	215
平湖市中医院	227
嵊州市妇幼保健院	455
嵊州市中医院	404
富阳市第二人民医院	385
富阳市第三人民医院	586
富阳市妇幼保健院	346
富阳市中医骨伤医院	97
富阳市中医院	384
富阳区第一人民医院	5
宁海县妇幼保健院	400
宁海县城关医院	431
宁波镇海第二医院	447
宁波鄞州眼科医院	282
宁波爱尔光明眼科医院有限公司	317
宁波开发区中心医院	249
宁波市镇海区人民医院	329
宁波市鄞州区第三医院	264
宁波市鄞州区中河街道社区卫生服务中心	276
宁波市第二医院	520
宁波市第九医院	274
宁波市眼科医院西部院区	474
宁波市杭州湾医院	541
宁波市康宁医院	331
宁波市康复医院	432
宁波市北仑区第二人民医院	298
宁波市北仑区中医院	202
宁波大榭开发区医院	289
宁波健民肛肠医院	363
奉化爱伊美医院	411
奉化新桥骨科医院	412
嘉善县第二人民医院	472
嘉善县第三人民医院	449
嘉善县中医医院	575
嘉兴市第二医院	13
嘉兴市第一医院	7
兰溪市妇幼保健计划生育服务中	345
余杭区第五人民医院	239
余杭区第二人民医院	59
余姚市第四人民医院	476
乐清开发区医院有限公司	413
乐清市第二人民医院	505
乐清市第三人民医院	482
义乌市精神卫生中心	577
义乌市第二人民医院	251
义乌市后宅街道社区卫生服务中心	519
临安市昌化人民医院	351
临安市於潜人民医院	492
临安市中医院	112
东阳市红十字会医院	375
东阳市横店医院	314
东阳市妇幼保健院	495
上虞市中医院	247
